DateTime: 2022-11-20 22:18:07.433565 | File: source4.txt >> Result:None 
DateTime: 2022-11-28 21:10:46.160486 | File: source3.txt >> Result: None errors found.
DateTime: 2022-11-28 21:10:46.160486 | File: source4.txt >> Result: None errors found.
-------------------------------------------------------------------------------
DateTime: 2022-11-28 21:11:24.970340 >> Syntax error in line 19 
DateTime: 2022-11-28 21:11:24.971352 >> Syntax error in line 23 
DateTime: 2022-11-28 21:11:24.971352 >> Syntax error in line 35 
DateTime: 2022-11-28 21:11:24.967339 | File: source.txt >> Result: None errors found.
DateTime: 2022-11-28 21:11:24.967339 | File: source2.txt >> Result: None errors found.
DateTime: 2022-11-28 21:11:24.967339 | File: source3.txt >> Result: None errors found.
DateTime: 2022-11-28 21:11:24.967339 | File: source4.txt >> Result: None errors found.
-------------------------------------------------------------------------------
DateTime: 2022-11-28 21:12:04.855641 >> Syntax error in line 1 
DateTime: 2022-11-28 21:12:04.852633 | File: source.txt >> Result: None errors found.
DateTime: 2022-11-28 21:12:04.852633 | File: source2.txt >> Result: None errors found.
DateTime: 2022-11-28 21:12:04.852633 | File: source3.txt >> Result: None errors found.
DateTime: 2022-11-28 21:12:04.852633 | File: source4.txt >> Result: None errors found.
-------------------------------------------------------------------------------
DateTime: 2022-11-28 21:12:24.887757 >> Syntax error in line 3 
DateTime: 2022-11-28 21:12:24.885770 | File: source.txt >> Result: None errors found.
DateTime: 2022-11-28 21:12:24.885770 | File: source2.txt >> Result: None errors found.
DateTime: 2022-11-28 21:12:24.885770 | File: source3.txt >> Result: None errors found.
DateTime: 2022-11-28 21:12:24.885770 | File: source4.txt >> Result: None errors found.
-------------------------------------------------------------------------------
DateTime: 2022-11-28 21:13:09.677184 | File: source.txt >> Result: None errors found.
DateTime: 2022-11-28 21:13:09.677184 | File: source2.txt >> Result: None errors found.
DateTime: 2022-11-28 21:13:09.677184 | File: source3.txt >> Result: None errors found.
DateTime: 2022-11-28 21:13:09.677184 | File: source4.txt >> Result: None errors found.
-------------------------------------------------------------------------------
Syntax error in line 1 [DateTime: 2022-11-28 21:32:57.103284] 
Syntax error in line 1 [DateTime: 2022-11-28 21:32:57.582852] 
Syntax error in line 1 [DateTime: 2022-11-28 21:32:57.893382] 
Syntax error in line 1 [DateTime: 2022-11-28 21:32:58.119616] 
Syntax error in line 1 [DateTime: 2022-11-28 21:32:58.289581] 
Syntax error in line 1 [DateTime: 2022-11-28 21:32:58.482513] 
Syntax error in line 1 [DateTime: 2022-11-28 21:32:58.646649] 
Syntax error in line 1 [DateTime: 2022-11-28 21:32:58.826328] 
Syntax error in line 1 [DateTime: 2022-11-28 21:32:58.997520] 
Syntax error in line 1 [DateTime: 2022-11-28 21:32:59.189416] 
Syntax error in line 1 [DateTime: 2022-11-28 21:32:59.322025] 
Syntax error in line 1 [DateTime: 2022-11-28 21:32:59.503545] 
-----------------------------AN¡LISIS SINT¡CTICO------------------------------------------
-----------------------------AN¡LISIS SINT¡CTICO------------------------------------------
None [DateTime: 2022-11-28 21:44:59.683177]-----------------------------AN¡LISIS SINT¡CTICO------------------------------------------
-----------------------------AN¡LISIS SINT¡CTICO------------------------------------------
-----------------------------AN¡LISIS SINT¡CTICO------------------------------------------
-----------------------------AN¡LISIS SINT¡CTICO------------------------------------------
-----------------------------AN¡LISIS SINT¡CTICO------------------------------------------
-----------------------------AN¡LISIS SINT¡CTICO------------------------------------------
-----------------------------AN¡LISIS SINT¡CTICO------------------------------------------
-----------------------------AN¡LISIS SINT¡CTICO------------------------------------------
-----------------------------AN¡LISIS SINT¡CTICO------------------------------------------
-------------------------------------------------------------------------------
Syntax error in line 1 [DateTime: 2022-11-28 21:47:22.327352] 
Syntax error in line 1 [DateTime: 2022-11-28 21:47:23.866636] 
Syntax error in line 1 [DateTime: 2022-11-28 21:47:33.690613] 
Syntax error in line 1 [DateTime: 2022-11-28 21:47:34.169619] 
Syntax error in line 1 [DateTime: 2022-11-28 21:47:34.374918] 
Syntax error in line 1 [DateTime: 2022-11-28 21:47:34.566610] 
Syntax error in line 1 [DateTime: 2022-11-28 21:47:34.716383] 
Syntax error in line 1 [DateTime: 2022-11-28 21:47:34.898112] 
Syntax error in line 1 [DateTime: 2022-11-28 21:47:35.057679] 
Syntax error in line 1 [DateTime: 2022-11-28 21:47:35.234251] 
Syntax error in line 1 [DateTime: 2022-11-28 21:47:35.405606] 
Syntax error in line 1 [DateTime: 2022-11-28 21:47:35.578561] 
-------------------------------------------------------------------------------
Syntax error in line 1 [DateTime: 2022-11-28 21:47:48.268650] 
-----------------------------AN¡LISIS SINT¡CTICO------------------------------------------
-------------------------------------------------------------------------------
Syntax error in line 1 [DateTime: 2022-11-28 21:48:47.045715] 
-----------------------------AN¡LISIS SINT¡CTICO------------------------------------------
-------------------------------------------------------------------------------
Syntax error in line 1 [DateTime: 2022-11-28 21:49:00.219688] 
-----------------------------AN¡LISIS SINT¡CTICO------------------------------------------
-------------------------------------------------------------------------------
Syntax error in line 1 [DateTime: 2022-11-28 21:49:35.737641] 
-------------------------------------------------------------------------------
---------------------------------ANALISIS LEXICO----------------------------------------------
Caracter no reconocido ` en la lÌnea 1 [DateTime: 2022-11-28 21:54:22.709597]-------------------------------------------------------------------------------
---------------------------------ANALISIS LEXICO----------------------------------------------
Caracter no reconocido ` en la l√≠nea 1 [DateTime: 2022-11-28 21:55:50.955877]-------------------------------------------------------------------------------
---------------------------------ANALISIS LEXICO----------------------------------------------
Caracter no reconocido ` en la l√≠nea 1 [DateTime: 2022-11-28 21:56:21.072696]-----------------------------AN√ÅLISIS SINT√ÅCTICO------------------------------------------
---------------------------------ANALISIS LEXICO----------------------------------------------
Caracter no reconocido ` en la l√≠nea 1 [DateTime: 2022-11-28 21:56:49.436261]---------------------------------ANALISIS LEXICO----------------------------------------------
Caracter no reconocido ` en la l√≠nea 1 [DateTime: 2022-11-28 21:56:56.878781]-----------------------------AN√ÅLISIS SINT√ÅCTICO------------------------------------------
None [DateTime: 2022-11-28 21:56:56.877779]---------------------------------ANALISIS LEXICO----------------------------------------------
Caracter no reconocido ` en la l√≠nea 1 [DateTime: 2022-11-28 21:57:01.645616]-----------------------------AN√ÅLISIS SINT√ÅCTICO------------------------------------------
None [DateTime: 2022-11-28 21:57:01.644620]---------------------------------ANALISIS LEXICO----------------------------------------------
Caracter no reconocido ` en la l√≠nea 1 [DateTime: 2022-11-28 21:57:02.067862]-----------------------------AN√ÅLISIS SINT√ÅCTICO------------------------------------------
None [DateTime: 2022-11-28 21:57:02.067862]---------------------------------ANALISIS LEXICO----------------------------------------------
Caracter no reconocido ` en la l√≠nea 1 [DateTime: 2022-11-28 21:57:02.518969]-----------------------------AN√ÅLISIS SINT√ÅCTICO------------------------------------------
None [DateTime: 2022-11-28 21:57:02.518969]---------------------------------ANALISIS LEXICO----------------------------------------------
Caracter no reconocido ` en la l√≠nea 1 [DateTime: 2022-11-28 21:57:03.964754]-----------------------------AN√ÅLISIS SINT√ÅCTICO------------------------------------------
None [DateTime: 2022-11-28 21:57:03.964754]---------------------------------ANALISIS LEXICO----------------------------------------------
Caracter no reconocido ` en la l√≠nea 1 [DateTime: 2022-11-28 21:57:04.165595]-----------------------------AN√ÅLISIS SINT√ÅCTICO------------------------------------------
None [DateTime: 2022-11-28 21:57:04.164595]---------------------------------ANALISIS LEXICO----------------------------------------------
Caracter no reconocido ` en la l√≠nea 1 [DateTime: 2022-11-28 21:57:04.345832]-----------------------------AN√ÅLISIS SINT√ÅCTICO------------------------------------------
None [DateTime: 2022-11-28 21:57:04.344834]---------------------------------ANALISIS LEXICO----------------------------------------------
Caracter no reconocido ` en la l√≠nea 1 [DateTime: 2022-11-28 21:57:04.523892]-----------------------------AN√ÅLISIS SINT√ÅCTICO------------------------------------------
None [DateTime: 2022-11-28 21:57:04.522892]---------------------------------ANALISIS LEXICO----------------------------------------------
Caracter no reconocido ` en la l√≠nea 1 [DateTime: 2022-11-28 21:57:04.703656]-----------------------------AN√ÅLISIS SINT√ÅCTICO------------------------------------------
None [DateTime: 2022-11-28 21:57:04.702659]---------------------------------ANALISIS LEXICO----------------------------------------------
Caracter no reconocido ` en la l√≠nea 1 [DateTime: 2022-11-28 21:57:04.872656]-----------------------------AN√ÅLISIS SINT√ÅCTICO------------------------------------------
None [DateTime: 2022-11-28 21:57:04.871665]---------------------------------ANALISIS LEXICO----------------------------------------------
Caracter no reconocido ` en la l√≠nea 1 [DateTime: 2022-11-28 21:57:05.042705]-----------------------------AN√ÅLISIS SINT√ÅCTICO------------------------------------------
None [DateTime: 2022-11-28 21:57:05.042705]---------------------------------ANALISIS LEXICO----------------------------------------------
Caracter no reconocido ` en la l√≠nea 1 [DateTime: 2022-11-28 21:57:05.223852]-----------------------------AN√ÅLISIS SINT√ÅCTICO------------------------------------------
None [DateTime: 2022-11-28 21:57:05.222843]---------------------------------ANALISIS LEXICO----------------------------------------------
Caracter no reconocido ` en la l√≠nea 1 [DateTime: 2022-11-28 21:57:05.407309]-----------------------------AN√ÅLISIS SINT√ÅCTICO------------------------------------------
None [DateTime: 2022-11-28 21:57:05.407309]---------------------------------ANALISIS LEXICO----------------------------------------------
Caracter no reconocido ` en la l√≠nea 1 [DateTime: 2022-11-28 21:57:05.593198]-----------------------------AN√ÅLISIS SINT√ÅCTICO------------------------------------------
None [DateTime: 2022-11-28 21:57:05.593198]---------------------------------ANALISIS LEXICO----------------------------------------------
Caracter no reconocido ` en la l√≠nea 1 [DateTime: 2022-11-28 21:57:05.750239]-----------------------------AN√ÅLISIS SINT√ÅCTICO------------------------------------------
None [DateTime: 2022-11-28 21:57:05.749234]---------------------------------ANALISIS LEXICO----------------------------------------------
Caracter no reconocido ` en la l√≠nea 1 [DateTime: 2022-11-28 21:57:05.904357]-----------------------------AN√ÅLISIS SINT√ÅCTICO------------------------------------------
None [DateTime: 2022-11-28 21:57:05.903360]Syntax error in line 1 [DateTime: 2022-11-28 21:56:40.686436] 
